time_ns,wclk,rclk,w_en,r_en,full,empty,half_full,half_empty,data_in,data_out
1825,0,0,1,0,0,0,1,1,160,96
1830,0,1,1,0,0,0,1,1,160,96
1831.25,1,1,1,0,0,0,1,1,160,96
1832.25,1,1,0,0,0,0,1,1,160,96
1837.5,0,1,1,0,0,0,1,1,161,96
1840,0,0,1,0,0,0,1,1,161,96
1843.75,1,0,1,0,0,0,1,1,161,96
1844.75,1,0,0,0,0,0,1,1,161,96
1850,0,1,1,0,0,0,1,1,162,96
1856.25,1,1,1,0,0,0,1,1,162,96
1857.25,1,1,0,0,0,0,1,1,162,96
1860,1,0,0,0,0,0,1,1,162,96
1862.5,0,0,1,0,0,0,1,1,163,96
1868.75,1,0,1,0,0,0,1,1,163,96
1869.75,1,0,0,0,0,0,1,1,163,96
1870,1,1,0,0,0,0,1,1,163,96
1875,0,1,1,0,0,0,1,1,164,96
1880,0,0,1,0,0,0,1,1,164,96
1881.25,1,0,1,0,0,0,1,1,164,96
1882.25,1,0,0,0,0,0,1,1,164,96
1887.5,0,0,1,0,0,0,1,1,165,96
1890,0,1,1,0,0,0,1,0,165,96
1893.75,1,1,1,0,0,0,1,0,165,96
1894.75,1,1,0,0,0,0,1,0,165,96
1900,0,0,1,0,0,0,1,0,166,96
1906.25,1,0,1,0,0,0,1,0,166,96
1907.25,1,0,0,0,0,0,1,0,166,96
1910,1,1,0,0,0,0,1,0,166,96
1912.5,0,1,1,0,0,0,1,0,167,96
1918.75,1,1,1,0,0,0,1,0,167,96
1919.75,1,1,0,0,0,0,1,0,167,96
1920,1,0,0,0,0,0,1,0,167,96
1925,0,0,1,0,0,0,1,0,168,96
1930,0,1,1,0,0,0,1,0,168,96
1931.25,1,1,1,0,0,0,1,0,168,96
1932.25,1,1,0,0,0,0,1,0,168,96
1937.5,0,1,1,0,0,0,1,0,169,96
1940,0,0,1,0,0,0,1,0,169,96
1943.75,1,0,1,0,0,0,1,0,169,96
1944.75,1,0,0,0,0,0,1,0,169,96
1950,0,1,1,0,0,0,1,0,170,96
1956.25,1,1,1,0,0,0,1,0,170,96
1957.25,1,1,0,0,0,0,1,0,170,96
1960,1,0,0,0,0,0,1,0,170,96
1962.5,0,0,1,0,0,0,1,0,171,96
1968.75,1,0,1,0,0,0,1,0,171,96
1969.75,1,0,0,0,0,0,1,0,171,96
1970,1,1,0,0,0,0,1,0,171,96
1975,0,1,1,0,0,0,1,0,172,96
1980,0,0,1,0,0,0,1,0,172,96
1981.25,1,0,1,0,0,0,1,0,172,96
1982.25,1,0,0,0,0,0,1,0,172,96
1987.5,0,0,1,0,0,0,1,0,173,96
1990,0,1,1,0,0,0,1,0,173,96
1993.75,1,1,1,0,0,0,1,0,173,96
1994.75,1,1,0,0,0,0,1,0,173,96
2000,0,0,1,0,0,0,1,0,174,96
2006.25,1,0,1,0,0,0,1,0,174,96
2007.25,1,0,0,0,0,0,1,0,174,96
2010,1,1,0,0,0,0,1,0,174,96
2012.5,0,1,1,0,0,0,1,0,175,96
2018.75,1,1,1,0,0,0,1,0,175,96
2019.75,1,1,0,0,0,0,1,0,175,96
2020,1,0,0,0,0,0,1,0,175,96
2025,0,0,1,0,0,0,1,0,176,96
2030,0,1,1,0,0,0,1,0,176,96
2031.25,1,1,1,0,0,0,1,0,176,96
2032.25,1,1,0,0,0,0,1,0,176,96
2037.5,0,1,1,0,0,0,1,0,177,96
2040,0,0,1,0,0,0,1,0,177,96
2043.75,1,0,1,0,0,0,1,0,177,96
2044.75,1,0,0,0,0,0,1,0,177,96
2050,0,1,1,0,0,0,1,0,178,96
2056.25,1,1,1,0,0,0,1,0,178,96
2057.25,1,1,0,0,0,0,1,0,178,96
2060,1,0,0,0,0,0,1,0,178,96
2062.5,0,0,1,0,0,0,1,0,179,96
2068.75,1,0,1,0,0,0,1,0,179,96
2069.75,1,0,0,0,0,0,1,0,179,96
2070,1,1,0,0,0,0,1,0,179,96
2075,0,1,1,0,0,0,1,0,180,96
2080,0,0,1,0,0,0,1,0,180,96
2081.25,1,0,1,0,0,0,1,0,180,96
2082.25,1,0,0,0,0,0,1,0,180,96
2087.5,0,0,1,0,0,0,1,0,181,96
2090,0,1,1,0,0,0,1,0,181,96
2093.75,1,1,1,0,0,0,1,0,181,96
2094.75,1,1,0,0,0,0,1,0,181,96
2100,0,0,1,0,0,0,1,0,182,96
2106.25,1,0,1,0,0,0,1,0,182,96
2107.25,1,0,0,0,0,0,1,0,182,96
2110,1,1,0,0,0,0,1,0,182,96
2112.5,0,1,1,0,0,0,1,0,183,96
2118.75,1,1,1,0,0,0,1,0,183,96
2119.75,1,1,0,0,0,0,1,0,183,96
2120,1,0,0,0,0,0,1,0,183,96
2125,0,0,1,0,0,0,1,0,184,96
2130,0,1,1,0,0,0,1,0,184,96
2131.25,1,1,1,0,0,0,1,0,184,96
2132.25,1,1,0,0,0,0,1,0,184,96
2137.5,0,1,1,0,0,0,1,0,185,96
2140,0,0,1,0,0,0,1,0,185,96
2143.75,1,0,1,0,0,0,1,0,185,96
2144.75,1,0,0,0,0,0,1,0,185,96
2150,0,1,1,0,0,0,1,0,186,96
2156.25,1,1,1,0,0,0,1,0,186,96
2157.25,1,1,0,0,0,0,1,0,186,96
2160,1,0,0,0,0,0,1,0,186,96
2162.5,0,0,1,0,0,0,1,0,187,96
2168.75,1,0,1,0,0,0,1,0,187,96
2169.75,1,0,0,0,0,0,1,0,187,96
2170,1,1,0,0,0,0,1,0,187,96
2175,0,1,1,0,0,0,1,0,188,96
2180,0,0,1,0,0,0,1,0,188,96
2181.25,1,0,1,0,0,0,1,0,188,96
2182.25,1,0,0,0,0,0,1,0,188,96
2187.5,0,0,1,0,0,0,1,0,189,96
2190,0,1,1,0,0,0,1,0,189,96
2193.75,1,1,1,0,0,0,1,0,189,96
2194.75,1,1,0,0,0,0,1,0,189,96
2200,0,0,1,0,0,0,1,0,190,96
2206.25,1,0,1,0,0,0,1,0,190,96
2207.25,1,0,0,0,0,0,1,0,190,96
2210,1,1,0,0,0,0,1,0,190,96
2212.5,0,1,1,0,0,0,1,0,191,96
2218.75,1,1,1,0,1,0,1,0,191,96
2219.75,1,1,0,0,1,0,1,0,191,96
2220,1,0,0,0,1,0,1,0,191,96
2225,0,0,0,0,1,0,1,0,191,96
2230,0,1,0,0,1,0,1,0,191,96
2231.25,1,1,0,0,1,0,1,0,191,96
2237.5,0,1,0,0,1,0,1,0,191,96
2240,0,0,0,0,1,0,1,0,191,96
2243.75,1,0,0,0,1,0,1,0,191,96
2250,0,1,0,0,1,0,1,0,191,96
2256.25,1,1,0,0,1,0,1,0,191,96
2260,1,0,0,1,1,0,1,0,191,96
2262.5,0,0,0,1,1,0,1,0,191,96
2268.75,1,0,0,1,1,0,1,0,191,96
2270,1,1,0,1,1,0,1,0,191,97
2271,1,1,0,0,1,0,1,0,191,97
2275,0,1,0,0,1,0,1,0,191,97
2280,0,0,0,1,1,0,1,0,191,97
2281.25,1,0,0,1,1,0,1,0,191,97
2287.5,0,0,0,1,1,0,1,0,191,97
2290,0,1,0,1,1,0,1,0,191,98
2291,0,1,0,0,1,0,1,0,191,98
2293.75,1,1,0,0,1,0,1,0,191,98
2300,0,0,0,1,1,0,1,0,191,98
2306.25,1,0,0,1,0,0,1,0,191,98
2310,1,1,0,1,0,0,1,0,191,99
2311,1,1,0,0,0,0,1,0,191,99
2312.5,0,1,0,0,0,0,1,0,191,99
2318.75,1,1,0,0,0,0,1,0,191,99
2320,1,0,0,1,0,0,1,0,191,99
2325,0,0,0,1,0,0,1,0,191,99
2330,0,1,0,1,0,0,1,0,191,100
2331,0,1,0,0,0,0,1,0,191,100
2331.25,1,1,0,0,0,0,1,0,191,100
2337.5,0,1,0,0,0,0,1,0,191,100
2340,0,0,0,1,0,0,1,0,191,100
2343.75,1,0,0,1,0,0,1,0,191,100
2350,0,1,0,1,0,0,1,0,191,101
2351,0,1,0,0,0,0,1,0,191,101
2356.25,1,1,0,0,0,0,1,0,191,101
2360,1,0,0,1,0,0,1,0,191,101
2362.5,0,0,0,1,0,0,1,0,191,101
2368.75,1,0,0,1,0,0,1,0,191,101
2370,1,1,0,1,0,0,1,0,191,102
2371,1,1,0,0,0,0,1,0,191,102
2375,0,1,0,0,0,0,1,0,191,102
2380,0,0,0,1,0,0,1,0,191,102
2381.25,1,0,0,1,0,0,1,0,191,102
2387.5,0,0,0,1,0,0,1,0,191,102
2390,0,1,0,1,0,0,1,0,191,103
2391,0,1,0,0,0,0,1,0,191,103
2393.75,1,1,0,0,0,0,1,0,191,103
2400,0,0,0,1,0,0,1,0,191,103
2406.25,1,0,0,1,0,0,1,0,191,103
2410,1,1,0,1,0,0,1,0,191,104
2411,1,1,0,0,0,0,1,0,191,104
2412.5,0,1,0,0,0,0,1,0,191,104
2418.75,1,1,0,0,0,0,1,0,191,104
2420,1,0,0,1,0,0,1,0,191,104
2425,0,0,0,1,0,0,1,0,191,104
2430,0,1,0,1,0,0,1,0,191,105
2431,0,1,0,0,0,0,1,0,191,105
2431.25,1,1,0,0,0,0,1,0,191,105
2437.5,0,1,0,0,0,0,1,0,191,105
2440,0,0,0,1,0,0,1,0,191,105
2443.75,1,0,0,1,0,0,1,0,191,105
2450,0,1,0,1,0,0,1,0,191,106
2451,0,1,0,0,0,0,1,0,191,106
2456.25,1,1,0,0,0,0,1,0,191,106
2460,1,0,0,1,0,0,1,0,191,106
2462.5,0,0,0,1,0,0,1,0,191,106
2468.75,1,0,0,1,0,0,1,0,191,106
2470,1,1,0,1,0,0,1,0,191,107
2471,1,1,0,0,0,0,1,0,191,107
2475,0,1,0,0,0,0,1,0,191,107
2480,0,0,0,1,0,0,1,0,191,107
2481.25,1,0,0,1,0,0,1,0,191,107
2487.5,0,0,0,1,0,0,1,0,191,107
2490,0,1,0,1,0,0,1,0,191,108
2491,0,1,0,0,0,0,1,0,191,108
2493.75,1,1,0,0,0,0,1,0,191,108
2500,0,0,0,1,0,0,1,0,191,108
2506.25,1,0,0,1,0,0,1,0,191,108
2510,1,1,0,1,0,0,1,0,191,109
2511,1,1,0,0,0,0,1,0,191,109
2512.5,0,1,0,0,0,0,1,0,191,109
2518.75,1,1,0,0,0,0,1,0,191,109
2520,1,0,0,1,0,0,1,0,191,109
2525,0,0,0,1,0,0,1,0,191,109
2530,0,1,0,1,0,0,1,0,191,110
2531,0,1,0,0,0,0,1,0,191,110
2531.25,1,1,0,0,0,0,1,0,191,110
2537.5,0,1,0,0,0,0,1,0,191,110
2540,0,0,0,1,0,0,1,0,191,110
2543.75,1,0,0,1,0,0,1,0,191,110
2550,0,1,0,1,0,0,1,0,191,111
2551,0,1,0,0,0,0,1,0,191,111
2556.25,1,1,0,0,0,0,1,0,191,111
2560,1,0,0,1,0,0,1,0,191,111
2562.5,0,0,0,1,0,0,1,0,191,111
2568.75,1,0,0,1,0,0,1,0,191,111
2570,1,1,0,1,0,0,1,0,191,112
2571,1,1,0,0,0,0,1,0,191,112
2575,0,1,0,0,0,0,1,0,191,112
2580,0,0,0,1,0,0,1,0,191,112
2581.25,1,0,0,1,0,0,1,0,191,112
2587.5,0,0,0,1,0,0,1,0,191,112
2590,0,1,0,1,0,0,1,0,191,113
2591,0,1,0,0,0,0,1,0,191,113
2593.75,1,1,0,0,0,0,1,0,191,113
2600,0,0,0,1,0,0,1,0,191,113
2606.25,1,0,0,1,0,0,1,0,191,113
2610,1,1,0,1,0,0,1,0,191,114
2611,1,1,0,0,0,0,1,0,191,114
2612.5,0,1,0,0,0,0,1,0,191,114
2618.75,1,1,0,0,0,0,1,0,191,114
2620,1,0,0,1,0,0,1,0,191,114
2625,0,0,0,1,0,0,1,0,191,114
2630,0,1,0,1,0,0,1,0,191,115
2631,0,1,0,0,0,0,1,0,191,115
2631.25,1,1,0,0,0,0,1,0,191,115
2637.5,0,1,0,0,0,0,1,0,191,115
2640,0,0,0,1,0,0,1,0,191,115
2643.75,1,0,0,1,0,0,1,0,191,115
2650,0,1,0,1,0,0,1,0,191,116
2651,0,1,0,0,0,0,1,0,191,116
2656.25,1,1,0,0,0,0,1,0,191,116
2660,1,0,0,1,0,0,1,0,191,116
2662.5,0,0,0,1,0,0,1,0,191,116
2668.75,1,0,0,1,0,0,1,0,191,116
2670,1,1,0,1,0,0,1,0,191,117
2671,1,1,0,0,0,0,1,0,191,117
2675,0,1,0,0,0,0,1,0,191,117
2680,0,0,0,1,0,0,1,0,191,117
2681.25,1,0,0,1,0,0,1,0,191,117
2687.5,0,0,0,1,0,0,1,0,191,117
2690,0,1,0,1,0,0,1,0,191,118
2691,0,1,0,0,0,0,1,0,191,118
2693.75,1,1,0,0,0,0,1,0,191,118
2700,0,0,0,1,0,0,1,0,191,118
2706.25,1,0,0,1,0,0,1,0,191,118
2710,1,1,0,1,0,0,1,0,191,119
2711,1,1,0,0,0,0,1,0,191,119
2712.5,0,1,0,0,0,0,1,0,191,119
2718.75,1,1,0,0,0,0,1,0,191,119
2720,1,0,0,1,0,0,1,0,191,119
2725,0,0,0,1,0,0,1,0,191,119
2730,0,1,0,1,0,0,1,0,191,120
2731,0,1,0,0,0,0,1,0,191,120
2731.25,1,1,0,0,0,0,1,0,191,120
2737.5,0,1,0,0,0,0,1,0,191,120
2740,0,0,0,1,0,0,1,0,191,120
2743.75,1,0,0,1,0,0,1,0,191,120
2750,0,1,0,1,0,0,1,0,191,121
2751,0,1,0,0,0,0,1,0,191,121
2756.25,1,1,0,0,0,0,1,0,191,121
2760,1,0,0,1,0,0,1,0,191,121
2762.5,0,0,0,1,0,0,1,0,191,121
2768.75,1,0,0,1,0,0,1,0,191,121
2770,1,1,0,1,0,0,1,0,191,122
2771,1,1,0,0,0,0,1,0,191,122
2775,0,1,0,0,0,0,1,0,191,122
2780,0,0,0,1,0,0,1,0,191,122
2781.25,1,0,0,1,0,0,1,0,191,122
2787.5,0,0,0,1,0,0,1,0,191,122
2790,0,1,0,1,0,0,1,0,191,123
2791,0,1,0,0,0,0,1,0,191,123
2793.75,1,1,0,0,0,0,1,0,191,123
2800,0,0,0,1,0,0,1,0,191,123
2806.25,1,0,0,1,0,0,1,0,191,123
2810,1,1,0,1,0,0,1,0,191,124
2811,1,1,0,0,0,0,1,0,191,124
2812.5,0,1,0,0,0,0,1,0,191,124
2818.75,1,1,0,0,0,0,1,0,191,124
2820,1,0,0,1,0,0,1,0,191,124
2825,0,0,0,1,0,0,1,0,191,124
2830,0,1,0,1,0,0,1,0,191,125
2831,0,1,0,0,0,0,1,0,191,125
2831.25,1,1,0,0,0,0,1,0,191,125
2837.5,0,1,0,0,0,0,1,0,191,125
2840,0,0,0,1,0,0,1,0,191,125
2843.75,1,0,0,1,0,0,1,0,191,125
2850,0,1,0,1,0,0,1,0,191,126
2851,0,1,0,0,0,0,1,0,191,126
2856.25,1,1,0,0,0,0,1,0,191,126
2860,1,0,0,1,0,0,1,0,191,126
2862.5,0,0,0,1,0,0,1,0,191,126
2868.75,1,0,0,1,0,0,1,0,191,126
2870,1,1,0,1,0,0,1,0,191,127
2871,1,1,0,0,0,0,1,0,191,127
2875,0,1,0,0,0,0,1,0,191,127
2880,0,0,0,1,0,0,1,0,191,127
2881.25,1,0,0,1,0,0,1,0,191,127
2887.5,0,0,0,1,0,0,1,0,191,127
2890,0,1,0,1,0,0,1,1,191,160
2891,0,1,0,0,0,0,1,1,191,160
2893.75,1,1,0,0,0,0,1,1,191,160
2900,0,0,0,1,0,0,1,1,191,160
2906.25,1,0,0,1,0,0,1,1,191,160
2910,1,1,0,1,0,0,1,1,191,161
2911,1,1,0,0,0,0,1,1,191,161
2912.5,0,1,0,0,0,0,1,1,191,161
2918.75,1,1,0,0,0,0,1,1,191,161
2920,1,0,0,1,0,0,1,1,191,161
2925,0,0,0,1,0,0,1,1,191,161
2930,0,1,0,1,0,0,1,1,191,162
2931,0,1,0,0,0,0,1,1,191,162
2931.25,1,1,0,0,0,0,1,1,191,162
2937.5,0,1,0,0,0,0,1,1,191,162
2940,0,0,0,1,0,0,1,1,191,162
2943.75,1,0,0,1,0,0,0,1,191,162
2950,0,1,0,1,0,0,0,1,191,163
2951,0,1,0,0,0,0,0,1,191,163
2956.25,1,1,0,0,0,0,0,1,191,163
2960,1,0,0,1,0,0,0,1,191,163
2962.5,0,0,0,1,0,0,0,1,191,163
2968.75,1,0,0,1,0,0,0,1,191,163
2970,1,1,0,1,0,0,0,1,191,164
2971,1,1,0,0,0,0,0,1,191,164
2975,0,1,0,0,0,0,0,1,191,164
2980,0,0,0,1,0,0,0,1,191,164
2981.25,1,0,0,1,0,0,0,1,191,164
2987.5,0,0,0,1,0,0,0,1,191,164
2990,0,1,0,1,0,0,0,1,191,165
2991,0,1,0,0,0,0,0,1,191,165
2993.75,1,1,0,0,0,0,0,1,191,165
3000,0,0,0,1,0,0,0,1,191,165
3006.25,1,0,0,1,0,0,0,1,191,165
3010,1,1,0,1,0,0,0,1,191,166
3011,1,1,0,0,0,0,0,1,191,166
3012.5,0,1,0,0,0,0,0,1,191,166
3018.75,1,1,0,0,0,0,0,1,191,166
3020,1,0,0,1,0,0,0,1,191,166
3025,0,0,0,1,0,0,0,1,191,166
3030,0,1,0,1,0,0,0,1,191,167
3031,0,1,0,0,0,0,0,1,191,167
3031.25,1,1,0,0,0,0,0,1,191,167
3037.5,0,1,0,0,0,0,0,1,191,167
3040,0,0,0,1,0,0,0,1,191,167
3043.75,1,0,0,1,0,0,0,1,191,167
3050,0,1,0,1,0,0,0,1,191,168
3051,0,1,0,0,0,0,0,1,191,168
3056.25,1,1,0,0,0,0,0,1,191,168
3060,1,0,0,1,0,0,0,1,191,168
3062.5,0,0,0,1,0,0,0,1,191,168
3068.75,1,0,0,1,0,0,0,1,191,168
3070,1,1,0,1,0,0,0,1,191,169
3071,1,1,0,0,0,0,0,1,191,169
3075,0,1,0,0,0,0,0,1,191,169
3080,0,0,0,1,0,0,0,1,191,169
3081.25,1,0,0,1,0,0,0,1,191,169
3087.5,0,0,0,1,0,0,0,1,191,169
3090,0,1,0,1,0,0,0,1,191,170
3091,0,1,0,0,0,0,0,1,191,170
3093.75,1,1,0,0,0,0,0,1,191,170
3100,0,0,0,1,0,0,0,1,191,170
3106.25,1,0,0,1,0,0,0,1,191,170
3110,1,1,0,1,0,0,0,1,191,171
3111,1,1,0,0,0,0,0,1,191,171
3112.5,0,1,0,0,0,0,0,1,191,171
3118.75,1,1,0,0,0,0,0,1,191,171
3120,1,0,0,1,0,0,0,1,191,171
3125,0,0,0,1,0,0,0,1,191,171
3130,0,1,0,1,0,0,0,1,191,172
3131,0,1,0,0,0,0,0,1,191,172
3131.25,1,1,0,0,0,0,0,1,191,172
3137.5,0,1,0,0,0,0,0,1,191,172
3140,0,0,0,1,0,0,0,1,191,172
3143.75,1,0,0,1,0,0,0,1,191,172
3150,0,1,0,1,0,0,0,1,191,173
3151,0,1,0,0,0,0,0,1,191,173
3156.25,1,1,0,0,0,0,0,1,191,173
3160,1,0,0,1,0,0,0,1,191,173
3162.5,0,0,0,1,0,0,0,1,191,173
3168.75,1,0,0,1,0,0,0,1,191,173
3170,1,1,0,1,0,0,0,1,191,174
3171,1,1,0,0,0,0,0,1,191,174
3175,0,1,0,0,0,0,0,1,191,174
3180,0,0,0,1,0,0,0,1,191,174
3181.25,1,0,0,1,0,0,0,1,191,174
3187.5,0,0,0,1,0,0,0,1,191,174
3190,0,1,0,1,0,0,0,1,191,175
3191,0,1,0,0,0,0,0,1,191,175
3193.75,1,1,0,0,0,0,0,1,191,175
3200,0,0,0,1,0,0,0,1,191,175
3206.25,1,0,0,1,0,0,0,1,191,175
3210,1,1,0,1,0,0,0,1,191,176
3211,1,1,0,0,0,0,0,1,191,176
3212.5,0,1,0,0,0,0,0,1,191,176
3218.75,1,1,0,0,0,0,0,1,191,176
3220,1,0,0,1,0,0,0,1,191,176
3225,0,0,0,1,0,0,0,1,191,176
3230,0,1,0,1,0,0,0,1,191,177
3231,0,1,0,0,0,0,0,1,191,177
3231.25,1,1,0,0,0,0,0,1,191,177
3237.5,0,1,0,0,0,0,0,1,191,177
3240,0,0,0,1,0,0,0,1,191,177
3243.75,1,0,0,1,0,0,0,1,191,177
3250,0,1,0,1,0,0,0,1,191,178
3251,0,1,0,0,0,0,0,1,191,178
3256.25,1,1,0,0,0,0,0,1,191,178
3260,1,0,0,1,0,0,0,1,191,178
3262.5,0,0,0,1,0,0,0,1,191,178
3268.75,1,0,0,1,0,0,0,1,191,178
3270,1,1,0,1,0,0,0,1,191,179
3271,1,1,0,0,0,0,0,1,191,179
3275,0,1,0,0,0,0,0,1,191,179
3280,0,0,0,1,0,0,0,1,191,179
3281.25,1,0,0,1,0,0,0,1,191,179
3287.5,0,0,0,1,0,0,0,1,191,179
3290,0,1,0,1,0,0,0,1,191,180
3291,0,1,0,0,0,0,0,1,191,180
3293.75,1,1,0,0,0,0,0,1,191,180
3300,0,0,0,1,0,0,0,1,191,180
3306.25,1,0,0,1,0,0,0,1,191,180
3310,1,1,0,1,0,0,0,1,191,181
3311,1,1,0,0,0,0,0,1,191,181
3312.5,0,1,0,0,0,0,0,1,191,181
3318.75,1,1,0,0,0,0,0,1,191,181
3320,1,0,0,1,0,0,0,1,191,181
3325,0,0,0,1,0,0,0,1,191,181
3330,0,1,0,1,0,0,0,1,191,182
3331,0,1,0,0,0,0,0,1,191,182
3331.25,1,1,0,0,0,0,0,1,191,182
3337.5,0,1,0,0,0,0,0,1,191,182
3340,0,0,0,1,0,0,0,1,191,182
3343.75,1,0,0,1,0,0,0,1,191,182
3350,0,1,0,1,0,0,0,1,191,183
3351,0,1,0,0,0,0,0,1,191,183
3356.25,1,1,0,0,0,0,0,1,191,183
3360,1,0,0,1,0,0,0,1,191,183
3362.5,0,0,0,1,0,0,0,1,191,183
3368.75,1,0,0,1,0,0,0,1,191,183
3370,1,1,0,1,0,0,0,1,191,184
3371,1,1,0,0,0,0,0,1,191,184
3375,0,1,0,0,0,0,0,1,191,184
3380,0,0,0,1,0,0,0,1,191,184
3381.25,1,0,0,1,0,0,0,1,191,184
3387.5,0,0,0,1,0,0,0,1,191,184
3390,0,1,0,1,0,0,0,1,191,185
3391,0,1,0,0,0,0,0,1,191,185
3393.75,1,1,0,0,0,0,0,1,191,185
3400,0,0,0,1,0,0,0,1,191,185
3406.25,1,0,0,1,0,0,0,1,191,185
3410,1,1,0,1,0,0,0,1,191,186
3411,1,1,0,0,0,0,0,1,191,186
3412.5,0,1,0,0,0,0,0,1,191,186
3418.75,1,1,0,0,0,0,0,1,191,186
3420,1,0,0,1,0,0,0,1,191,186
3425,0,0,0,1,0,0,0,1,191,186
3430,0,1,0,1,0,0,0,1,191,187
3431,0,1,0,0,0,0,0,1,191,187
3431.25,1,1,0,0,0,0,0,1,191,187
3437.5,0,1,0,0,0,0,0,1,191,187
3440,0,0,0,1,0,0,0,1,191,187
3443.75,1,0,0,1,0,0,0,1,191,187
3450,0,1,0,1,0,0,0,1,191,188
3451,0,1,0,0,0,0,0,1,191,188
3456.25,1,1,0,0,0,0,0,1,191,188
3460,1,0,0,1,0,0,0,1,191,188
3462.5,0,0,0,1,0,0,0,1,191,188
3468.75,1,0,0,1,0,0,0,1,191,188
3470,1,1,0,1,0,0,0,1,191,189
3471,1,1,0,0,0,0,0,1,191,189
3475,0,1,0,0,0,0,0,1,191,189
3480,0,0,0,1,0,0,0,1,191,189
3481.25,1,0,0,1,0,0,0,1,191,189
3487.5,0,0,0,1,0,0,0,1,191,189
3490,0,1,0,1,0,0,0,1,191,190
3491,0,1,0,0,0,0,0,1,191,190
3493.75,1,1,0,0,0,0,0,1,191,190
3500,0,0,0,1,0,0,0,1,191,190
3506.25,1,0,0,1,0,0,0,1,191,190
3510,1,1,0,1,0,0,0,1,191,191
3511,1,1,0,0,0,0,0,1,191,191
3512.5,0,1,0,0,0,0,0,1,191,191
3518.75,1,1,0,0,0,0,0,1,191,191
3520,1,0,0,1,0,0,0,1,191,191
3525,0,0,0,1,0,0,0,1,191,191
3530,0,1,0,1,0,1,0,1,191,96
3531,0,1,0,0,0,1,0,1,191,96
3531.25,1,1,0,0,0,1,0,1,191,96
3537.5,0,1,0,0,0,1,0,1,191,96
3540,0,0,0,1,0,1,0,1,191,96
3543.75,1,0,0,1,0,1,0,1,191,96
3550,0,1,0,1,0,1,0,1,191,96
3551,0,1,0,0,0,1,0,1,191,96
